title,runtime,genre,rating,votes,metascore
Nachtwald,92 min,"Adventure, Family",6.8,8,
Alice was my name,82 min,Thriller,,,
Halloween 4,70 min,Horror,5.5,24,
Capitán Carver,82 min,Thriller,,,
Dark Matter,,Drama,,,
Alpha Adimai,89 min,Thriller,6.4,52,
Alien Busters,68 min,"Animation, Comedy, Family",3.6,8,
Free the Narrative,82 min,"Action, Horror",,,
Noxious 2: Cold Case,85 min,Thriller,4.6,54,
Trans,93 min,"Fantasy, Mystery, Sci-Fi",4.4,18,
Ero,75 min,Comedy,,,
Les voisins de mes voisins sont mes voisins,93 min,"Animation, Family",6.4,19,
Roomies in Scamland,,Comedy,7.3,22,
Knights of Newgate,86 min,"Adventure, Fantasy",3.3,90,
Daadi Ka Daamad,,,7.8,6,
De vloek van Lughus,83 min,Family,7,17,
The Graveyard Apartment,,"Horror, Mystery",,,
Boss,,Action,,,
Some Happy Day,,Drama,9.7,35,
Elli Kelimelik Mektuplar,120 min,Drama,5.4,13,
Dream Girl,89 min,"Comedy, Drama, Horror",,,
Acting: The First Six Lessons,,Drama,,,
Stars Exchange,85 min,Comedy,5.3,30,
Vasanthi,,Drama,,,
Over-Ride 'Narc - Island',,"Drama, Horror, Thriller",,,
Jurassic Planet,61 min,"Animation, Comedy, Family",7,54,
Gekijouban Macross Delta: Zettai Live!!!!!!,110 min,Animation,,,
What Would Picasso Do?,45 min,Drama,,,
#Blue_Whale,91 min,Thriller,6.3,6,
Preet Ka Daman 2,,Family,,,
Olpo Holeo Sotti,100 min,Drama,6.9,9,
L'afide e la formica,,Drama,6.6,26,
Generations,,Drama,9.5,23,
Midnight Run,99 min,"Comedy, Drama",,,
Stilema,97 min,Drama,7.9,14,
High Rise,,Crime,8.2,6,
Uncle Claus,119 min,Comedy,9.2,32,
A Fall from Grace,,Drama,,,
The Brocade Mouse Royal Cat Nine Deep Blood Wolf,83 min,"Action, Comedy, Thriller",7,109,
Social Disturbance,95 min,Thriller,7.3,13,
"Dirty, Difficult, Dangerous",,Drama,,,
Happy's,90 min,Comedy,6.5,586,
Lost Angeles,,"Drama, Mystery, Thriller",,,
O Som Que Desce na Terra,106 min,Drama,6.3,17,
Future Is a Lonely Place,101 min,"Crime, Drama, Thriller",6.5,11,
Shishlik,,"Comedy, Drama",6.3,173,
Darling,150 min,Comedy,5.5,169,
Soul Custody,,"Drama, Fantasy, Thriller",,,
Die Vergesslichkeit der Eichhörnchen,109 min,"Comedy, Drama",5.8,45,
A Feature Film About Life,100 min,"Comedy, Drama",7.6,15,
French Touch: Desires,120 min,"Drama, Romance",,,
Another Christmas,73 min,Comedy,,,
Lady Gaga: Glory,60 min,Music,,,
Mrugtrushna,107 min,"Drama, Fantasy",9.8,30,
The Gap Between Her Legs,72 min,Drama,,,
White Girl Apokalypse,75 min,"Comedy, Horror",2.8,68,
F20,,"Drama, Thriller",6.3,21,
Faceblocked,,"Comedy, Drama",,,
Love Knots,,Romance,,,
Synced,,"Action, Adventure, Romance",,,
Never Alone Movie,,Drama,,,
Baikunth,72 min,Family,8.4,49,
Soorpanagai,,Drama,,,
Untitled Blumhouse Productions Project II,,,,,
Sunny Sisters,118 min,Comedy,5.3,44,
Shaw-Ming,115 min,Comedy,3.8,121,
Bus Om Bebek,,"Comedy, Family, Musical",,,
Dalgalar ve Izler,,Drama,5.8,9,
Endlich Witwer - Forever Young,103 min,"Comedy, Drama",5.4,19,
Affairs on Capri,,Biography,,,
The Cursed Sanctuary X,114 min,Horror,5.7,13,
Ouija Japan,78 min,"Action, Horror",3.5,24,
The Door Lock,105 min,"Crime, Drama, Thriller",4.6,81,
Clay Zombies,,Comedy,,,
Continuance,89 min,"Comedy, Horror",,,
Bovary,80 min,,6.6,11,
Jesús López,86 min,Drama,7,33,
Rogue Trader,,Thriller,7.4,7,
The Kryptonian Epic,,"Animation, Action, Crime",,,
Carona,,Comedy,6.6,14,
The Last Darling Bulgaria,90 min,"Biography, Drama, Mystery",6,97,
Crack House of the Dead,86 min,"Action, Horror",3.7,10,
Lost in the Woods,110 min,Fantasy,,,
Ex Girlfriend's Ghost,109 min,"Comedy, Horror",,,
Big Trouble in Seattle,76 min,"Crime, Thriller",5.6,84,
La perdición,81 min,Thriller,,,
Two Lions Heading to Venice,95 min,"Comedy, Drama",7,9,
A Cry in the Night: The Legend of La Llorona,,"Horror, Western",,,
Awoke,97 min,Drama,,,
A Heart Like Water,,,,,
Marabahaya Underground,,"Action, Comedy",4.2,38,
Why Me 2021,95 min,"Drama, Family",,,
Alliances: A New Reality,,Sci-Fi,3.2,5,
Pocket Full of Game 2,,Drama,8.3,15,
Running with Wolves,139 min,Action,,,
I Dream of a Psychopomp,80 min,"Drama, Horror",8.4,37,
Dead Body,,Comedy,9.1,9,
Dhaka Dream,120 min,Drama,5.2,6,
Tranquility - An Independent Film,70 min,"Action, Drama, Mystery",9.2,16,
Diversamente,85 min,Comedy,4.1,37,
Perpetual Motion,,"Fantasy, Sci-Fi",,,
Va bene così,86 min,"Comedy, Drama",5.5,62,
Sour,70 min,"Crime, Horror, Thriller",3.7,77,
Leave Me Alone,98 min,Drama,8.2,31,
Quarantine,74 min,Drama,8.8,5,
Fishbone,,"Drama, Fantasy",6.7,19,
Elisa's Day,106 min,"Crime, Drama",5.5,77,
Broken,77 min,"Crime, Drama, Thriller",4.9,63,
The Illuminatus! Trilogy,155 min,"Adventure, Comedy, Sci-Fi",,,
The Devil's Daughter,,Action,5.2,11,
Zombitopia,89 min,Horror,3.5,247,
Trafficante di Virus,116 min,Drama,4.4,67,
Knockout Girls,65 min,"Action, Drama",,,
A Tribute to Venmurasu,84 min,Musical,8.1,13,
Deadly Nightshade,70 min,"Horror, Mystery",,,
Mother Noose Presents Once Upon a Nightmare,,Horror,7.1,10,
Cycle,127 min,Comedy,8.9,628,
Hunting Monster,,Action,6.5,55,
Santa,75 min,Drama,7.3,24,
Svedsko srce moje majke,88 min,Drama,6.8,9,
Zombie Infection - Belaban Hidup,91 min,"Action, Horror",3.2,63,
Ghar Pe Bataao,72 min,Drama,7.8,151,
Sunflower,,Drama,,,
Variant,,Sci-Fi,,,
Fanboy,92 min,Thriller,3.8,49,
There May Be Ghosts,87 min,Comedy,9.7,23,
Pakistani Chainsaw: A Love Story,100 min,"Comedy, Horror, Romance",8.2,39,
The Zand Order,,"Horror, Mystery",,,
The Hanged,,"Crime, Drama, Mystery",,,
Dogmatique - Le verità del destino,,Drama,,,
Pigeon's Milk,78 min,Drama,5.3,49,
Modern Day Disciples,102 min,"Action, Drama",,,
Poochandi,,Comedy,,,
Ksheera Sagara Madhanam,145 min,"Drama, Thriller",7.1,"1,075",
American Cannibals,78 min,Horror,,,
Voodoo Virus,,Horror,6.6,11,
Deception and Lies(the movie),85 min,Drama,,,
Being Mr. Wickham,,Comedy,,,
Familien Jul og nissehotellet,91 min,Family,5.3,26,
Teriyaan Meriyaan Hera Pheriyan,,"Comedy, Romance",,,
Return of Special Forces 4,,Action,6.4,60,
The Holiday Switch,,Family,,,
Ladies Market,88 min,Drama,4.3,50,
Tenzin,74 min,Drama,,,
Fix,85 min,"Drama, Musical",,,
God Raiga vs King Ohga,84 min,Sci-Fi,4.1,35,
When in Venice,75 min,"Comedy, Romance",7.6,29,
Trust NO One,106 min,Thriller,,,
Terima Kasih Emak Terima Kasih Abah,,"Drama, Family",8.8,5,
Playing with Stars,,Drama,5.9,21,
Johnny,107 min,"Drama, Thriller",7,8,
Corona Viral Monologues,,Comedy,,,
Ah My Goddess: Bad Goddess Touched by an Angel,,Animation,,,
De Drie Musketiers,74 min,Comedy,4.3,14,
All About My Mother,120 min,Drama,6,42,
Strange Friends,97 min,"Drama, Mystery",5.8,66,
Inocente Tentación,92 min,Thriller,,,
Last Testament,91 min,"Biography, Crime, Drama",3.7,40,
A Matter of Causality,98 min,Thriller,4.4,58,
Sosefina,,Drama,,,
Pizza 3,,"Horror, Thriller",,,
Nayanam,,Drama,9.9,710,
Mexican Moon,101 min,"Crime, Drama, Western",3.9,134,
Sweet Mahogany 2: Pure Indulgence,86 min,Drama,4.9,14,
Boys Feels: I Love Trouble,97 min,Crime,,,
Amityville Hex,,Horror,4,10,
The Darling Wife,94 min,"Horror, Thriller",4.5,14,
The Tunnel,,Sci-Fi,,,
Abalamban,119 min,Drama,,,
Sweet Dreams,,"Drama, Thriller",,,
Balamitra,104 min,Thriller,8.1,"1,013",
Goru,106 min,"Comedy, Drama",8.8,13,
Broken Armor,115 min,"Drama, Family, Thriller",5.7,17,
Zero Avenue,78 min,"Horror, Romance",,,
Unbreakable,,"Biography, Drama",,,
Christmas Proposal,,"Comedy, Romance",4.2,68,
The Red Nightmare,92 min,Horror,4,107,
Plurality,107 min,"Action, Sci-Fi, Thriller",5.8,55,
Vex,50 min,"Action, Crime, Drama",7,7,
The Republic of Children,132 min,"Adventure, Drama",3.3,28,
Another Coin for the Merry-Go-Round,92 min,Drama,7.3,30,
Bad Moon Rising,82 min,Horror,4.7,40,
Madison and the Happiness Jar,87 min,"Drama, Romance",5.9,165,
Ariana Grande: In Grande Style,60 min,Biography,,,
A Faraway Land,101 min,Drama,5,135,
Caesar the Musical,96 min,Musical,9,50,
Le petit piaf,,,,,
Someday Isles,90 min,"Action, Comedy, Drama",4,41,
The Walk,62 min,Drama,,,
Ruby,105 min,Drama,,,
Kannadiga,,History,8.4,58,
Werewolves of London,,Horror,,,
Those Who Call,90 min,Horror,,,
100M Criminal Conviction,,Crime,5.5,73,
MONTAUK77,94 min,Drama,,,
Chiri,123 min,Comedy,4.7,32,
Second Thoughts,84 min,"Comedy, Drama, Romance",6.2,25,
My Version of Tradition,132 min,Drama,,,
Jai Shree Krishna,,"Drama, Romance",,,
The Monsters Without,89 min,"Adventure, Fantasy",5.6,7,
Match Struck,,Drama,,,
Huling ulan sa tag-araw,113 min,"Comedy, Drama, Romance",8.4,12,
Hero,,Drama,,,
GST (God Saithan Technology),139 min,Thriller,7.8,"1,016",
Katari Krishna,,Action,9.4,"1,024",
Purgatory,120 min,Fantasy,,,
The Notebooks,65 min,Drama,4.6,35,
No Lost Love,83 min,"Action, Crime, Drama",3.1,20,
Verbindung,132 min,Drama,6.3,20,
Psycho,115 min,Thriller,6.9,10,
Untitled Sejal Shah Project,,Drama,,,
A Morning of Farewell,119 min,Family,6.3,11,
Tales of the City,,Musical,,,
A Christmas Sunset,90 min,Drama,7.2,14,
Acting,71 min,"Horror, Thriller",6,55,
Qazi,81 min,Drama,5.9,181,
Nirbandham 2,,"Crime, Drama, Thriller",6.9,299,
Deadlock,,Thriller,,,
Kapatadhaari,136 min,"Crime, Drama, Thriller",6.2,453,
Her Mother's Daughter,,Drama,,,
Shadow,117 min,Drama,5.7,71,
Ravening Woods,,Horror,,,
The Naked Ghost,96 min,Horror,,,
Papai é Pop,,"Comedy, Family, Romance",,,
World Order: Three Days and Three Nights,137 min,"Action, Drama, Mystery",,,
The Legend of Kate Kensington,108 min,Thriller,8.2,32,
Heroes Immortal: The Story of the Four Chaplains,,War,8.7,7,
Saakuntalam,,Drama,,,
The Emissaries Movie,90 min,"Action, Adventure",,,
Girl with a Straight Razor,,Horror,5.6,8,
Chantage,,"Comedy, Drama",,,
Red Eyes,,Action,,,
Leizhenzi: The Origin of the Gods,93 min,"Action, Fantasy",4.8,13,
Dark Fears,90 min,"Crime, Horror",4.8,37,
Müfreze,,"Action, War",6.9,64,
Forest monster,70 min,"Comedy, Horror, Sci-Fi",8.7,461,
Love,91 min,"Comedy, Drama, Romance",5.2,47,
The Law of Destiny,,Thriller,,,
The Twelve Step Strangler,,Horror,,,
His Stretch of Texas Ground,100 min,"Crime, Drama, Thriller",6.6,107,
Mister Sister,108 min,Comedy,8.7,24,
Seththumaan,112 min,Drama,7.1,11,
Eureka,15 min,"Drama, History",,,
Wayward,,Thriller,,,
Saajan Bakery Since 1962,124 min,"Comedy, Family",4.7,469,
Overall Planning,106 min,Comedy,3.4,23,
Padri,,Drama,,,
Major Dron and the Plague Doctor,62 min,"Action, Adventure, Comedy",8.3,"1,033",
Solomon,,Drama,3.5,43,
SeaView,,Drama,,,
Coda 77,101 min,"Comedy, Drama, Mystery",6.2,17,
The Book: False Prophet,90 min,Drama,,,
A.I. at War,107 min,,7.6,8,
Mediator,,Thriller,,,
Hula Fulla Dance,108 min,"Animation, Comedy, Drama",,,
Another God,100 min,Drama,,,
Lucid,109 min,"Drama, Fantasy",,,
Ishq: Not a Love Story,121 min,"Drama, Romance",5.3,269,
Cheraathukal,143 min,Drama,7.9,47,
Owls,89 min,Drama,7.5,11,
Adhkhana Bhalo Chele Adha Mostaan,70 min,Musical,7.9,54,
Elle Rose,100 min,"Comedy, Romance",4,47,
Notebook,82 min,Drama,7.2,30,
Valasa,110 min,Drama,6.2,175,
Hopekillers,120 min,"Action, Drama, Fantasy",7.1,10,
EVE,88 min,"Adventure, Drama, Sci-Fi",8.2,5,
Lost in Lust,,Drama,,,
Innumuthal,120 min,"Comedy, Drama, Fantasy",6.1,134,
Photo-Prem,93 min,Comedy,7,261,
The Cure Game,,"Action, Thriller",,,
The Judge of Harbor County,72 min,"Drama, Western",5.5,53,
Gekijôban G No Reconguista III: Uchû kara no isan,104 min,Animation,7.5,18,
Aku Lupa Aku Luka,60 min,"Horror, Thriller",,,
The Thieves Code,100 min,"Action, Drama, Romance",2.9,45,
Bad Folks,,Thriller,7.5,8,
The Hostage,,Drama,,,
Envision,81 min,"Drama, Sci-Fi, Thriller",1.6,44,
Affliction,74 min,Drama,8.6,7,
Afraid of the Dark,,Horror,,,
Fresh Hell,79 min,Horror,9.2,31,
The Expected Unexpected,73 min,"Drama, Romance",9.1,11,
Fast & Serious,,Comedy,1.7,8,
Shush,80 min,Thriller,8.6,16,
Grozna deca,,"Crime, Drama, Thriller",,,
The Redneg,90 min,"Action, Adventure, Drama",2.3,119,
Album for the Youth,80 min,Drama,5.4,18,
Poser,79 min,"Crime, Drama",,,
Selfiemania,,"Comedy, Family",7.5,21,
Deadly Night Out,,Drama,,,
The Male Gaze: Celluloid Dreams,108 min,Drama,6.1,9,
Special Police and Snake Revenge,,Action,6.1,118,
Run,90 min,Drama,,,
The Pioneer,121 min,"Drama, History",5.6,114,
Collision,75 min,"Action, Drama",,,
The Missing,,Thriller,,,
Real Fight,90 min,Drama,,,
Le seduzioni,101 min,Drama,,,
Larva Mental,61 min,Horror,,,
Sita on the Road,115 min,Drama,8.1,70,
Ouija Hosts,87 min,Horror,4.7,35,
I Won't Be Home for Christmas,,"Comedy, Musical, Romance",,,
Sijou,120 min,"Drama, History",8.3,20,
Sleep. Walk. Kill.,,"Comedy, Horror",7.7,9,
Little Bastards,120 min,"Action, Drama",6.5,19,
Blame Movie,,Drama,7,10,
Barumbadings,75 min,"Action, Comedy",,,
Reverse,93 min,Thriller,5.9,27,
Suryasthamayam,122 min,Drama,9.4,222,
Praying the Hours,188 min,"Drama, Mystery",,,
Jonesin',89 min,Comedy,,,
Love One Another,,Drama,,,
Taxi No. 24,,Thriller,,,
"Big games, in search of three treasures",88 min,Family,,,
Sister/Brother,,Drama,,,
Joyeuse Retraite! 2,,Comedy,,,
The Asian Angel,128 min,"Drama, Romance",6.3,28,
Natasha Hall,127 min,"Comedy, Mystery, Thriller",,,
Thief female Hero,90 min,"Action, Adventure",5.3,14,
Wer rettet Emily,90 min,Drama,6.5,26,
Strip Off,,Comedy,,,
Gekijou Henshuuban Kakushigoto: Himegoto wa Nandesuka,79 min,Animation,6.3,40,
My King,85 min,Drama,7.7,114,
Free by Noon,85 min,Comedy,8.6,33,
Plan B,121 min,Crime,8.8,237,
Poster,143 min,Drama,8.1,"2,051",
Proverbs 31,,Family,8.4,6,
Kaadakalam,86 min,Drama,7.9,16,
Luciana,,Drama,,,
One Punch,,Drama,,,
The Parent,115 min,Drama,6.8,12,
Haunted Real Estate: The Uninvited,,Horror,,,
Lamentasyon,114 min,Horror,,,
Shadow of Privilege,,Drama,,,
Letters to Santa 4,111 min,Comedy,5,306,
Metal Detector Maniac,108 min,Comedy,8.4,8,
Naufragi,100 min,Drama,6.1,56,
"I Love You, You're Perfect, Now Change",78 min,Musical,,,
Memoryland,99 min,Drama,7.3,7,
Peçanha Contra o Animal,67 min,"Comedy, Crime",5.6,400,
PILOTS: Rule the World,,Music,,,
Las amantes del narco IV,94 min,Action,,,
Ajob Premer Golpo,127 min,"Comedy, Romance",5.6,54,
Bhagavadajjukam,101 min,Fantasy,8.5,6,
Mind Heist,,Thriller,,,
Fisaa,200 min,Crime,8.1,7,
Dil Dosti Duniyadari,,"Comedy, Romance, Thriller",,,
Aparajita,,"Action, Thriller",,,
No dejes de grabar,,Horror,,,
San Francisco Stories,89 min,"Comedy, Drama, Romance",8.4,9,
Tales of the Unnatural: The Movie,,Horror,5.8,5,
1991,70 min,,6.6,10,
The Consequence,,Drama,,,
Penunggang Agama,89 min,Horror,5.7,73,
Lockdown,96 min,Drama,6.4,44,
H/34 Pallavi Talkies,,"Mystery, Thriller",6.7,7,
Jack Walker,93 min,Action,4.4,51,
4 Sorry,120 min,Drama,6.3,22,
Punch and Run,99 min,"Comedy, Crime",5.3,43,
Psychedelic,,Drama,5.8,25,
Muse,45 min,Drama,,,
To musi byc milosc,100 min,"Comedy, Romance",4.3,42,
Tales of the Natchez Trace,,"Drama, History, Western",5.8,14,
Shrek 2 Retold,92 min,Animation,,$0.15M,
Christmess,,Comedy,,,
One Lagos Night,104 min,"Comedy, Crime",6.6,17,
The Day and the Night,98 min,Drama,6.2,35,
Mayfly,87 min,"Drama, Fantasy",,,
Greyson Family Christmas,90 min,"Comedy, Family, Romance",7,54,
Dirty Cops L.A.,102 min,"Action, Comedy",,,
Externo,83 min,Drama,6,8,
72 Ghanta,,"Comedy, Drama, Mystery",6.3,31,
Zeria,61 min,"Animation, Sci-Fi",8,6,
Aakhet,,Drama,6.2,5,
Fecr,85 min,Horror,5.7,40,
Guidance,93 min,"Drama, Romance, Sci-Fi",,,
The Sousea Water Monster,,Action,7.4,105,
The House on Fin Street,116 min,Drama,7.3,7,
Damned Graveyard,,Horror,,,
Stream Me,82 min,Drama,6.9,8,
Amarração do Amor,,Comedy,6.9,98,
Caged and Wild,,Drama,,,
Fist of Fury: Soul,70 min,Action,6.5,15,
Thomas Rhett - Slow Down Summer,,Music,,,
Wedlock,,Comedy,,,
Death of Zygielboym,86 min,"Biography, Drama, History",5.7,48,
Web Crawler,70 min,Action,7.8,21,
Blackout,98 min,"Action, Comedy, Romance",,,
Let's Say Revolution,128 min,,,,
Clue: A Love Thriller,,Crime,7.6,"2,028",
Learning the Hard Way 2,92 min,Crime,5.2,11,
De nog grotere slijmfilm,81 min,Adventure,4.9,69,
Krishna Talkies,146 min,Horror,7.8,48,
Man of the People,105 min,"Biography, Drama, History",,,
Annular Eclipse,98 min,"Crime, Mystery, Sci-Fi",5,13,
Invasion of the Empire of the Apes,74 min,"Action, Fantasy, Sci-Fi",1.8,8,
Observer,75 min,Horror,,,
Save Rosemary: The Trinity,96 min,Drama,5.4,9,
The Elegy of Laurel,93 min,Drama,6.5,32,
Mortician,95 min,Horror,6.6,16,
Mehrunisa,90 min,Drama,8.2,6,
Premaatur,109 min,"Horror, Romance, Thriller",6.9,9,
Only for Tereza,,"Comedy, Romance",5.5,40,
Nobody Knows,,"Drama, Thriller",,,
Beautiful Losers,76 min,Thriller,4.7,14,
Torulatar Bhoot,100 min,Drama,6,15,
The River of Love,70 min,Mystery,,,
Catalina la Catrina: especial Día de Muertos,,Animation,7.5,17,
Welcome to the Show,96 min,"Action, Comedy, Drama",4,45,
Tizlenes,101 min,Comedy,6.5,120,
The Horse Thief,,Drama,,,
Raydio,93 min,Drama,,,
Detective Dee: Murder in Chang'an,,Action,8,7,
Dante's Shadow of Sin,75 min,Horror,7.2,13,
Far Far Away,100 min,"Comedy, Romance",5.7,11,
That Weekend,69 min,Drama,4.9,11,
La tour de Nesle,112 min,"Drama, History",,,
Verraderlijke Liefde,120 min,War,7.9,102,
Bro,140 min,Drama,7.2,147,
Mr. Peyii,119 min,"Comedy, Horror",6.2,77,
Tiger Robbers,107 min,Drama,5.5,78,
Andaman,120 min,Drama,8.8,282,
Munduvareda Adhyaya,102 min,"Action, Thriller",4.8,204,
Ghosters Phantom Patrol,,Adventure,7.9,15,
Kings,95 min,"Comedy, Drama, Horror",,,
A Patriot's Day,74 min,Drama,3.9,47,
St. Patrick's Day,45 min,Horror,8.5,17,
Paragon,62 min,"Adventure, Drama, Horror",,,
Jeene Ki Umeed Tumse Hi,121 min,Drama,8.4,430,
Ei Ami Renu,116 min,Drama,5.6,6,
Sam Hoi,99 min,Action,6.4,10,
People We Know Are Confused,99 min,Drama,5.9,69,
The Last Temptation of the Belgians,76 min,Comedy,5.8,27,
The Way It Is and the Way It Used to Be,,Comedy,,,
Udham Patakh,90 min,"Comedy, Horror",7,8,
Gangster Vs State 2,,"Action, Crime, Drama",7.5,29,
Save the Tree,74 min,Animation,5.4,10,
Chonchu,,Thriller,8.3,55,
Chinnanjiru Kiliye,128 min,Drama,8.3,60,
O Ammayi Crime Story,129 min,Horror,8.2,130,
Bansuri: The Flute,108 min,Drama,3.3,19,
Silver Carnation,92 min,Drama,9,19,
The Last One,90 min,Sci-Fi,,,
The Other Side,60 min,"Family, Fantasy",7.4,7,
Naktine zvejyba,73 min,"Comedy, Drama",5.1,448,
For Unto Us,,Family,9.4,36,
Sitapur: The City of Gangsters,155 min,Action,5,25,
I Dreamed a Dream,101 min,"Mystery, Romance",,,
Black Sai,,Action,,,
Be Human Once a Week,,Comedy,3.2,135,
90 días para el 2 de julio,,"Comedy, Drama",5.3,6,
I Can Only See,97 min,"Comedy, Horror",,,
Chasing Rabbits,,Drama,,,
Simple Like Silver,,Mystery,8.4,16,
Bomma Adirindi Dhimma Tirigindi,109 min,Drama,9.2,930,
Dreams of Las Vegas,102 min,"Drama, Sci-Fi, Thriller",7.7,6,
Yusif,92 min,"Crime, Drama, Thriller",,,
A Kaddish for Bernie Madoff,,,8.1,14,
Danny Hall the Killer Crab Elf,,"Comedy, Horror",6.9,12,
Lonesome,65 min,Romance,8.4,19,
Stjer,124 min,Comedy,8.7,48,
Namma Oorukku Ennadhan Achu,110 min,"Action, Drama, Romance",5,25,
Gekijouban Seitokai Yakuindomo 2,80 min,Animation,6,49,
Horrortales.666 Part 2,116 min,Horror,6.9,22,
Dil Hai Gray,,Crime,,,
Floaty,,Drama,,,
Harm,60 min,Drama,,,
2551.01,65 min,Horror,6.5,15,
Denícek moderního fotra,97 min,Comedy,6,93,
Samanantar,103 min,"Mystery, Thriller",,,
Refl3ct,65 min,Sci-Fi,5.7,502,
Moth,84 min,"Action, Drama, Horror",3.9,27,
Absolute Denial,71 min,"Animation, Sci-Fi",7.6,63,
Behind Treasure's door,,Drama,,,
Run,130 min,Drama,4.8,14,
Detetive Madeinusa,101 min,Comedy,3.7,58,
Synchronicity,,Sci-Fi,,,
The Contact Enigma,52 min,"Mystery, Sci-Fi",8.1,23,
Hell on the Shelf,75 min,Horror,,,
"Phornix, AZ",,Comedy,,,
Memory: Manipulated Murder,86 min,"Crime, Mystery",,,
Hide 'N' Seek,,Thriller,,,
The Cartel Queen,,Action,,,
Runway,,Action,,,
Dada Lakhmi Chand,,Biography,,,
Butterflies,112 min,Drama,,,
Christmas with My Ex,,Drama,,,
Prometheus Bound,61 min,Drama,,,
Memories,120 min,Thriller,,,
Só és Bors,80 min,"Action, Comedy, Crime",6.2,16,
The Day I Found a Girl in a Trash,98 min,Drama,5.2,28,
Bringing Back Golden Eye,,Comedy,8.3,10,
Ami Rabindranath,,Drama,3.9,51,
Aria the Crepuscolo,61 min,Animation,7.2,34,
Jennie,,Drama,,,
4x100: Correndo por um Sonho,91 min,"Drama, Sport",7,65,
I Think We Are Alone,110 min,Drama,,,
Dragonfly,,Thriller,,,
Rumah Maduku Berhantu,,Comedy,5.8,5,
The Insanity,79 min,Horror,,,
Shut Up and Dance,48 min,Comedy,,,
De Dhakka 2,,Comedy,8.7,10,
The Real Taylor Swift: Wild Dreams,60 min,Biography,,,
Láska na spickách,,"Comedy, Romance",3.9,17,
Blu38,110 min,Thriller,7.1,14,
Secrets of love (SOL),,Biography,,,
Cannes Without a Plan,84 min,"Comedy, Reality-TV",,,
Northeastern Bro,,Romance,,,
Malenkiy voin,,Family,7.6,78,
Finding Ophelia,73 min,"Fantasy, Horror, Mystery",5.6,399,
Antardhaan,109 min,Thriller,6.9,9,
Vulture City 3,,Drama,,,
Libertad,137 min,"Adventure, Drama, History",,,
Mutt,90 min,Mystery,,,
Jai Sena,139 min,Action,3.7,38,
The Exorsis,113 min,"Comedy, Horror",4.8,46,
Cauliflower,,Comedy,7.1,26,
One Month Out,,Drama,6.8,6,
Zugvögel,93 min,"Drama, Comedy",,,
Humidity Alert,77 min,"Comedy, Drama",5.8,11,
Collect Your Roadkill,85 min,"Comedy, Drama, Music",,,
Mick Fleetwood & Friends Celebrate the Music of Peter Green,145 min,Music,8.3,34,
Symbolicus Vol 2,86 min,,,,
Alleyway,67 min,"Action, Crime, Thriller",5.4,92,
A Beautiful Request,87 min,Drama,,,
The Expat,,"Action, Crime, Drama",,,
SKY,60 min,Drama,,,
Uncle Naji,125 min,"Action, Comedy",5.5,20,
Devineni,122 min,Drama,8.1,"1,188",
Adolescents of Chymera,81 min,Drama,4.5,34,
Ondu Ghanteya Kathe,99 min,Comedy,4.6,116,
Killer Shark,,Horror,3.2,8,
The Mirror,,Drama,,,
Yevado Okadu,,Action,,,
Black Friday Subliminal,92 min,"Horror, Mystery, Thriller",5.1,296,
Luccas Neto em: Duas Babás Muito Esquisitas,83 min,Comedy,3,36,
Black Beauty,70 min,"Animation, Adventure, Drama",,,
So She Doesn't Live,92 min,Drama,7.2,33,
Tuesday 12,,Drama,5.7,23,
Branded,,Drama,,,
Samosa & Sons,,Drama,,,
The Rise of Sir Longbottom,73 min,"Action, Comedy, Sci-Fi",3.2,88,
Fire,82 min,"Comedy, Drama",6.7,9,
Saint Margaret of Castello,52 min,Biography,,,
15 Hours,80 min,Drama,6.5,15,
Doctor Lanre,106 min,Drama,8.2,27,
The Machinery of Dreams,,Fantasy,,,
Spearphishing,82 min,Drama,5.4,6,
Die Grenze,109 min,Drama,6.4,55,
Vikky,135 min,Drama,,,
Bunshinsaba: Hoichi the Earless,78 min,Horror,,,
Charlatan,93 min,"Drama, Mystery",,,
The Lies We Tell,,"Crime, Drama, Mystery",,,
Mashin Sentai Kiramager vs Ryusoulger,70 min,Action,6.5,9,
Sshhh,,Drama,,,
Philia,96 min,Horror,6.6,5,
His Name Was Jason: A Friday the 13th Fan Film,84 min,Horror,4.6,16,
One Left,55 min,Sci-Fi,8.1,8,
